Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"150", 4.16, 1,    2401.77,    0.0,         1, 2,    2401.78, -120.0,         1, 3,    2401.77,  120.0,         1
"150R", 4.16, 1,    2416.78,    0.0,    1.0062, 2,    2416.79, -120.0,    1.0062, 3,    2416.78,  120.0,    1.0062
"149", 4.16, 1,    2416.78,    0.0,    1.0062, 2,    2416.79, -120.0,    1.0062, 3,    2416.78,  120.0,    1.0062
"1", 4.16, 1,    2409.38,   -0.2,    1.0032, 2,    2419.62, -120.0,    1.0074, 3,    2406.89,  119.9,    1.0021
"2", 4.16, 2,    2419.07, -120.0,    1.0072, 0, 0, 0, 0, 0, 0, 0, 0
"3", 4.16, 3,    2402.94,  119.9,    1.0005, 0, 0, 0, 0, 0, 0, 0, 0
"7", 4.16, 1,    2403.82,   -0.4,    1.0009, 2,    2421.94, -120.0,    1.0084, 3,    2401.68,  119.9,   0.99996
"4", 4.16, 3,    2401.67,  119.9,   0.99996, 0, 0, 0, 0, 0, 0, 0, 0
"5", 4.16, 3,    2399.85,  119.9,    0.9992, 0, 0, 0, 0, 0, 0, 0, 0
"6", 4.16, 3,    2398.27,  119.8,   0.99854, 0, 0, 0, 0, 0, 0, 0, 0
"8", 4.16, 1,    2400.45,   -0.5,   0.99945, 2,    2423.31, -120.0,     1.009, 3,    2398.24,  119.9,   0.99853
"12", 4.16, 2,     2422.6, -120.0,    1.0087, 0, 0, 0, 0, 0, 0, 0, 0
"9", 4.16, 1,    2396.87,   -0.5,   0.99796, 0, 0, 0, 0, 0, 0, 0, 0
"13", 4.16, 1,    2397.84,   -0.6,   0.99836, 2,    2424.47, -119.9,    1.0094, 3,    2393.07,  119.8,   0.99638
"9R", 4.16, 1,    2411.85,   -0.5,    1.0042, 0, 0, 0, 0, 0, 0, 0, 0
"14", 4.16, 1,    2407.81,   -0.5,    1.0025, 0, 0, 0, 0, 0, 0, 0, 0
"34", 4.16, 3,     2390.7,  119.8,   0.99539, 0, 0, 0, 0, 0, 0, 0, 0
"18", 4.16, 1,    2389.08,   -0.8,   0.99471, 2,     2427.4, -119.9,    1.0107, 3,    2384.32,  119.8,   0.99273
"11", 4.16, 1,    2406.22,   -0.5,    1.0019, 0, 0, 0, 0, 0, 0, 0, 0
"10", 4.16, 1,    2407.02,   -0.5,    1.0022, 0, 0, 0, 0, 0, 0, 0, 0
"15", 4.16, 3,    2389.74,  119.8,   0.99499, 0, 0, 0, 0, 0, 0, 0, 0
"16", 4.16, 3,    2387.36,  119.8,     0.994, 0, 0, 0, 0, 0, 0, 0, 0
"17", 4.16, 3,    2388.63,  119.8,   0.99453, 0, 0, 0, 0, 0, 0, 0, 0
"19", 4.16, 1,    2385.91,   -0.8,   0.99339, 0, 0, 0, 0, 0, 0, 0, 0
"21", 4.16, 1,    2387.78,   -0.9,   0.99417, 2,    2427.55, -119.9,    1.0107, 3,    2381.44,  119.8,   0.99153
"20", 4.16, 1,    2383.85,   -0.9,   0.99254, 0, 0, 0, 0, 0, 0, 0, 0
"22", 4.16, 2,    2424.19, -120.0,    1.0093, 0, 0, 0, 0, 0, 0, 0, 0
"23", 4.16, 1,     2386.8,   -0.9,   0.99377, 2,    2428.47, -119.9,    1.0111, 3,    2378.68,  119.8,   0.99039
"24", 4.16, 3,    2375.17,  119.7,   0.98892, 0, 0, 0, 0, 0, 0, 0, 0
"25", 4.16, 1,    2385.22,   -1.0,   0.99311, 2,    2429.56, -119.9,    1.0116, 3,    2376.53,  119.8,   0.98949
"25R", 4.16, 1,    2400.13,   -1.0,   0.99931, 3,    2406.23,  119.8,    1.0019, 0, 0, 0, 0
"26", 4.16, 1,    2399.51,   -1.0,   0.99906, 3,    2405.04,  119.8,    1.0014, 0, 0, 0, 0
"28", 4.16, 1,    2384.34,   -1.0,   0.99274, 2,     2430.1, -119.9,    1.0118, 3,     2375.7,  119.8,   0.98914
"27", 4.16, 1,    2398.65,   -1.0,    0.9987, 3,    2404.96,  119.8,    1.0013, 0, 0, 0, 0
"31", 4.16, 3,    2403.62,  119.8,    1.0008, 0, 0, 0, 0, 0, 0, 0, 0
"33", 4.16, 1,    2395.49,   -1.1,   0.99738, 0, 0, 0, 0, 0, 0, 0, 0
"29", 4.16, 1,    2383.96,   -1.0,   0.99258, 2,    2430.47, -119.9,    1.0119, 3,     2374.6,  119.8,   0.98868
"30", 4.16, 1,     2384.6,   -1.0,   0.99285, 2,    2430.37, -119.9,    1.0119, 3,    2373.48,  119.8,   0.98822
"250", 4.16, 1,     2384.6,   -1.0,   0.99285, 2,    2430.37, -119.9,    1.0119, 3,    2373.48,  119.8,   0.98822
"32", 4.16, 3,    2402.67,  119.7,    1.0004, 0, 0, 0, 0, 0, 0, 0, 0
"35", 4.16, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
"36", 4.16, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 0, 0, 0, 0
"40", 4.16, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
"37", 4.16, 1,          0,    0.0,         0, 0, 0, 0, 0, 0, 0, 0, 0
"38", 4.16, 2,          0,    0.0,         0, 0, 0, 0, 0, 0, 0, 0, 0
"39", 4.16, 2,          0,    0.0,         0, 0, 0, 0, 0, 0, 0, 0, 0
"41", 4.16, 3,          0,    0.0,         0, 0, 0, 0, 0, 0, 0, 0, 0
"42", 4.16, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
"43", 4.16, 2,          0,    0.0,         0, 0, 0, 0, 0, 0, 0, 0, 0
"44", 4.16, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
"45", 4.16, 1,          0,    0.0,         0, 0, 0, 0, 0, 0, 0, 0, 0
"47", 4.16, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
"46", 4.16, 1,          0,    0.0,         0, 0, 0, 0, 0, 0, 0, 0, 0
"48", 4.16, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
"49", 4.16, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
"50", 4.16, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
"51", 4.16, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
"151", 4.16, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
"52", 4.16, 1,    2340.97,   -0.1,   0.97468, 2,    2349.56, -120.2,   0.97826, 3,    2354.28,  120.2,   0.98023
"53", 4.16, 1,    2341.62,   -0.1,   0.97495, 2,    2349.19, -120.2,    0.9781, 3,    2354.34,  120.2,   0.98025
"54", 4.16, 1,    2342.43,   -0.1,   0.97529, 2,    2348.72, -120.2,   0.97791, 3,    2354.42,  120.1,   0.98028
"55", 4.16, 1,    2341.93,   -0.1,   0.97508, 2,    2348.53, -120.2,   0.97783, 3,    2354.59,  120.2,   0.98035
"57", 4.16, 1,    2345.27,   -0.1,   0.97647, 2,    2348.05, -120.2,   0.97763, 3,    2354.41,  120.1,   0.98028
"56", 4.16, 1,    2341.86,   -0.1,   0.97505, 2,    2348.09, -120.2,   0.97765, 3,    2354.81,  120.1,   0.98044
"58", 4.16, 2,    2346.45, -120.2,   0.97697, 0, 0, 0, 0, 0, 0, 0, 0
"60", 4.16, 1,    2351.58,    0.0,    0.9791, 2,    2349.01, -120.1,   0.97803, 3,    2353.03,  120.1,    0.9797
"59", 4.16, 2,    2345.65, -120.2,   0.97663, 0, 0, 0, 0, 0, 0, 0, 0
"61", 4.16, 1,    2351.58,    0.0,    0.9791, 2,    2349.01, -120.1,   0.97803, 3,    2353.03,  120.1,    0.9797
"62", 4.16, 1,    2355.76,    0.0,   0.98084, 2,    2350.45, -120.1,   0.97863, 3,    2351.83,  120.0,    0.9792
"63", 4.16, 1,    2358.54,    0.0,     0.982, 2,    2351.29, -120.0,   0.97898, 3,    2352.01,  120.0,   0.97928
"64", 4.16, 1,    2366.24,    0.0,    0.9852, 2,    2352.59, -120.0,   0.97952, 3,    2352.02,  120.0,   0.97928
"65", 4.16, 1,     2364.6,    0.0,   0.98452, 2,    2351.82, -120.0,    0.9792, 3,    2344.78,  120.0,   0.97627
"66", 4.16, 1,    2365.16,    0.0,   0.98475, 2,    2352.41, -119.9,   0.97944, 3,    2341.09,  120.0,   0.97473
"67", 4.16, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
"68", 4.16, 1,          0,    0.0,         0, 0, 0, 0, 0, 0, 0, 0, 0
"72", 4.16, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
"97", 4.16, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
"69", 4.16, 1,          0,    0.0,         0, 0, 0, 0, 0, 0, 0, 0, 0
"70", 4.16, 1,          0,    0.0,         0, 0, 0, 0, 0, 0, 0, 0, 0
"71", 4.16, 1,          0,    0.0,         0, 0, 0, 0, 0, 0, 0, 0, 0
"73", 4.16, 3,          0,    0.0,         0, 0, 0, 0, 0, 0, 0, 0, 0
"76", 4.16, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
"74", 4.16, 3,          0,    0.0,         0, 0, 0, 0, 0, 0, 0, 0, 0
"75", 4.16, 3,          0,    0.0,         0, 0, 0, 0, 0, 0, 0, 0, 0
"77", 4.16, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
"86", 4.16, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
"78", 4.16, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
"79", 4.16, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
"80", 4.16, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
"81", 4.16, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
"82", 4.16, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
"84", 4.16, 3,          0,    0.0,         0, 0, 0, 0, 0, 0, 0, 0, 0
"83", 4.16, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
"85", 4.16, 3,          0,    0.0,         0, 0, 0, 0, 0, 0, 0, 0, 0
"87", 4.16, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
"88", 4.16, 1,          0,    0.0,         0, 0, 0, 0, 0, 0, 0, 0, 0
"89", 4.16, 1,          0,    0.0,         0, 2,          0,    0.0,         0, 3,          0,    0.0,         0
"90", 4.16, 2,          0,    0.0,         0, 0, 0, 0, 0, 0, 0, 0, 0
